                                                    
{'loss': 0.6938, 'grad_norm': 38.45811080932617, 'learning_rate': 4.3795620437956205e-09, 'rewards/chosen': 0.0014656067360192537, 'rewards/rejected': 0.010996627621352673, 'rewards/accuracies': 0.33125001192092896, 'rewards/margins': -0.009534835815429688, 'logps/chosen': -345.25, 'logps/rejected': -172.0, 'logits/chosen': -6.46875, 'logits/rejected': -6.346875190734863, 'epoch': 0.0}
{'loss': 0.2435, 'grad_norm': 27.871124267578125, 'learning_rate': 7.586374695863747e-07, 'rewards/chosen': -0.29594725370407104, 'rewards/rejected': -8.657031059265137, 'rewards/accuracies': 0.8687499761581421, 'rewards/margins': 8.357030868530273, 'logps/chosen': -230.625, 'logps/rejected': -231.5749969482422, 'logits/chosen': -9.095312118530273, 'logits/rejected': -8.509374618530273, 'epoch': 0.76}
{'loss': 0.269, 'grad_norm': 29.793193817138672, 'learning_rate': 7.635036496350365e-07, 'rewards/chosen': 0.24155274033546448, 'rewards/rejected': -8.909375190734863, 'rewards/accuracies': 0.887499988079071, 'rewards/margins': 9.146875381469727, 'logps/chosen': -274.2749938964844, 'logps/rejected': -223.4499969482422, 'logits/chosen': -9.051562309265137, 'logits/rejected': -8.626562118530273, 'epoch': 0.76}
{'loss': 0.291, 'grad_norm': 13.208828926086426, 'learning_rate': 7.683698296836983e-07, 'rewards/chosen': -0.738207995891571, 'rewards/rejected': -14.512499809265137, 'rewards/accuracies': 0.887499988079071, 'rewards/margins': 13.785937309265137, 'logps/chosen': -201.4499969482422, 'logps/rejected': -262.95001220703125, 'logits/chosen': -9.209375381469727, 'logits/rejected': -8.5625, 'epoch': 0.77}
{'loss': 0.2569, 'grad_norm': 13.948882102966309, 'learning_rate': 7.732360097323601e-07, 'rewards/chosen': -0.874560534954071, 'rewards/rejected': -12.557812690734863, 'rewards/accuracies': 0.862500011920929, 'rewards/margins': 11.69140625, 'logps/chosen': -146.35000610351562, 'logps/rejected': -250.6999969482422, 'logits/chosen': -8.985937118530273, 'logits/rejected': -8.534375190734863, 'epoch': 0.77}
{'loss': 0.4287, 'grad_norm': 14.556161880493164, 'learning_rate': 7.781021897810218e-07, 'rewards/chosen': -1.3884766101837158, 'rewards/rejected': -13.514062881469727, 'rewards/accuracies': 0.800000011920929, 'rewards/margins': 12.123827934265137, 'logps/chosen': -200.35000610351562, 'logps/rejected': -275.7250061035156, 'logits/chosen': -8.912500381469727, 'logits/rejected': -8.2734375, 'epoch': 0.78}
{'loss': 0.1928, 'grad_norm': 13.698348999023438, 'learning_rate': 7.829683698296836e-07, 'rewards/chosen': -0.3612914979457855, 'rewards/rejected': -9.76171875, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 9.411718368530273, 'logps/chosen': -240.89999389648438, 'logps/rejected': -227.75, 'logits/chosen': -9.015625, 'logits/rejected': -8.475000381469727, 'epoch': 0.78}
{'loss': 0.2545, 'grad_norm': 12.452234268188477, 'learning_rate': 7.878345498783454e-07, 'rewards/chosen': -0.6533203125, 'rewards/rejected': -11.60546875, 'rewards/accuracies': 0.887499988079071, 'rewards/margins': 10.946874618530273, 'logps/chosen': -198.4875030517578, 'logps/rejected': -244.72500610351562, 'logits/chosen': -8.989062309265137, 'logits/rejected': -8.420312881469727, 'epoch': 0.79}
{'loss': 0.2227, 'grad_norm': 10.286015510559082, 'learning_rate': 7.927007299270073e-07, 'rewards/chosen': -0.11923827975988388, 'rewards/rejected': -11.296093940734863, 'rewards/accuracies': 0.90625, 'rewards/margins': 11.185546875, 'logps/chosen': -280.0, 'logps/rejected': -242.1999969482422, 'logits/chosen': -8.753125190734863, 'logits/rejected': -8.2265625, 'epoch': 0.79}
{'loss': 0.2939, 'grad_norm': 29.59590721130371, 'learning_rate': 7.975669099756691e-07, 'rewards/chosen': -0.3285156190395355, 'rewards/rejected': -10.672656059265137, 'rewards/accuracies': 0.856249988079071, 'rewards/margins': 10.337499618530273, 'logps/chosen': -292.95001220703125, 'logps/rejected': -248.89999389648438, 'logits/chosen': -8.606249809265137, 'logits/rejected': -8.149999618530273, 'epoch': 0.8}
{'loss': 0.2244, 'grad_norm': 27.049104690551758, 'learning_rate': 8.024330900243309e-07, 'rewards/chosen': 0.08554687350988388, 'rewards/rejected': -9.274218559265137, 'rewards/accuracies': 0.918749988079071, 'rewards/margins': 9.35546875, 'logps/chosen': -282.2749938964844, 'logps/rejected': -239.375, 'logits/chosen': -8.276562690734863, 'logits/rejected': -7.875, 'epoch': 0.8}
{'loss': 0.2461, 'grad_norm': 19.880931854248047, 'learning_rate': 8.072992700729927e-07, 'rewards/chosen': -0.7604125738143921, 'rewards/rejected': -11.723437309265137, 'rewards/accuracies': 0.8812500238418579, 'rewards/margins': 10.972070693969727, 'logps/chosen': -189.97500610351562, 'logps/rejected': -262.67498779296875, 'logits/chosen': -8.689062118530273, 'logits/rejected': -7.920312404632568, 'epoch': 0.81}
{'loss': 0.2503, 'grad_norm': 11.115058898925781, 'learning_rate': 8.121654501216545e-07, 'rewards/chosen': -0.03200683742761612, 'rewards/rejected': -11.909375190734863, 'rewards/accuracies': 0.887499988079071, 'rewards/margins': 11.871874809265137, 'logps/chosen': -267.5249938964844, 'logps/rejected': -247.5749969482422, 'logits/chosen': -8.734375, 'logits/rejected': -8.157812118530273, 'epoch': 0.81}
{'loss': 0.2799, 'grad_norm': 13.931982040405273, 'learning_rate': 8.170316301703162e-07, 'rewards/chosen': 0.22172851860523224, 'rewards/rejected': -13.86328125, 'rewards/accuracies': 0.893750011920929, 'rewards/margins': 14.085156440734863, 'logps/chosen': -373.57501220703125, 'logps/rejected': -264.54998779296875, 'logits/chosen': -8.345312118530273, 'logits/rejected': -8.017187118530273, 'epoch': 0.82}
{'loss': 0.3067, 'grad_norm': 59.36685562133789, 'learning_rate': 8.21897810218978e-07, 'rewards/chosen': 0.529797375202179, 'rewards/rejected': -9.032031059265137, 'rewards/accuracies': 0.893750011920929, 'rewards/margins': 9.560546875, 'logps/chosen': -331.42498779296875, 'logps/rejected': -232.97500610351562, 'logits/chosen': -8.3828125, 'logits/rejected': -8.035937309265137, 'epoch': 0.82}
{'loss': 0.2979, 'grad_norm': 25.663345336914062, 'learning_rate': 8.267639902676399e-07, 'rewards/chosen': 0.22871093451976776, 'rewards/rejected': -10.5546875, 'rewards/accuracies': 0.887499988079071, 'rewards/margins': 10.784375190734863, 'logps/chosen': -294.125, 'logps/rejected': -250.97500610351562, 'logits/chosen': -8.607812881469727, 'logits/rejected': -8.098437309265137, 'epoch': 0.83}
{'loss': 0.2886, 'grad_norm': 47.79688262939453, 'learning_rate': 8.316301703163017e-07, 'rewards/chosen': 1.1178710460662842, 'rewards/rejected': -13.178125381469727, 'rewards/accuracies': 0.862500011920929, 'rewards/margins': 14.293359756469727, 'logps/chosen': -486.4375, 'logps/rejected': -269.75, 'logits/chosen': -8.379687309265137, 'logits/rejected': -8.112500190734863, 'epoch': 0.83}
{'loss': 0.2404, 'grad_norm': 18.4714298248291, 'learning_rate': 8.364963503649635e-07, 'rewards/chosen': 0.4556640684604645, 'rewards/rejected': -10.790624618530273, 'rewards/accuracies': 0.8812500238418579, 'rewards/margins': 11.251953125, 'logps/chosen': -326.25, 'logps/rejected': -229.10000610351562, 'logits/chosen': -8.532812118530273, 'logits/rejected': -8.145312309265137, 'epoch': 0.84}
{'loss': 0.1806, 'grad_norm': 21.834396362304688, 'learning_rate': 8.413625304136253e-07, 'rewards/chosen': 0.668017566204071, 'rewards/rejected': -11.225000381469727, 'rewards/accuracies': 0.9312499761581421, 'rewards/margins': 11.891406059265137, 'logps/chosen': -333.5, 'logps/rejected': -254.0, 'logits/chosen': -8.600000381469727, 'logits/rejected': -8.135937690734863, 'epoch': 0.84}
{'loss': 0.2967, 'grad_norm': 23.10845184326172, 'learning_rate': 8.462287104622871e-07, 'rewards/chosen': 0.04978027194738388, 'rewards/rejected': -9.080859184265137, 'rewards/accuracies': 0.875, 'rewards/margins': 9.122265815734863, 'logps/chosen': -261.1000061035156, 'logps/rejected': -213.60000610351562, 'logits/chosen': -8.642187118530273, 'logits/rejected': -8.240625381469727, 'epoch': 0.85}
{'loss': 0.2357, 'grad_norm': 20.567127227783203, 'learning_rate': 8.510948905109489e-07, 'rewards/chosen': -0.03911132737994194, 'rewards/rejected': -11.287500381469727, 'rewards/accuracies': 0.887499988079071, 'rewards/margins': 11.239843368530273, 'logps/chosen': -296.2250061035156, 'logps/rejected': -245.8249969482422, 'logits/chosen': -8.871874809265137, 'logits/rejected': -8.301562309265137, 'epoch': 0.85}
{'loss': 0.2598, 'grad_norm': 30.807340621948242, 'learning_rate': 8.559610705596106e-07, 'rewards/chosen': 0.34748536348342896, 'rewards/rejected': -10.328125, 'rewards/accuracies': 0.8812500238418579, 'rewards/margins': 10.67578125, 'logps/chosen': -358.54998779296875, 'logps/rejected': -255.97500610351562, 'logits/chosen': -8.75, 'logits/rejected': -8.332812309265137, 'epoch': 0.86}
{'loss': 0.3259, 'grad_norm': 37.64988708496094, 'learning_rate': 8.608272506082724e-07, 'rewards/chosen': 0.795605480670929, 'rewards/rejected': -9.471875190734863, 'rewards/accuracies': 0.875, 'rewards/margins': 10.265820503234863, 'logps/chosen': -357.1499938964844, 'logps/rejected': -231.8249969482422, 'logits/chosen': -8.8671875, 'logits/rejected': -8.498437881469727, 'epoch': 0.86}
{'loss': 0.4225, 'grad_norm': 27.663978576660156, 'learning_rate': 8.656934306569342e-07, 'rewards/chosen': -0.11679687350988388, 'rewards/rejected': -10.145312309265137, 'rewards/accuracies': 0.84375, 'rewards/margins': 10.02734375, 'logps/chosen': -289.0874938964844, 'logps/rejected': -234.97500610351562, 'logits/chosen': -8.7890625, 'logits/rejected': -8.470312118530273, 'epoch': 0.87}
{'loss': 0.3552, 'grad_norm': 12.842368125915527, 'learning_rate': 8.70559610705596e-07, 'rewards/chosen': -0.13535156846046448, 'rewards/rejected': -8.642187118530273, 'rewards/accuracies': 0.856249988079071, 'rewards/margins': 8.496874809265137, 'logps/chosen': -291.9750061035156, 'logps/rejected': -227.5749969482422, 'logits/chosen': -8.839062690734863, 'logits/rejected': -8.393750190734863, 'epoch': 0.87}
{'loss': 0.4261, 'grad_norm': 28.52236557006836, 'learning_rate': 8.754257907542578e-07, 'rewards/chosen': -1.131250023841858, 'rewards/rejected': -7.153124809265137, 'rewards/accuracies': 0.8374999761581421, 'rewards/margins': 6.0224609375, 'logps/chosen': -207.0, 'logps/rejected': -228.5500030517578, 'logits/chosen': -8.821874618530273, 'logits/rejected': -8.276562690734863, 'epoch': 0.88}
{'loss': 0.3358, 'grad_norm': 24.662723541259766, 'learning_rate': 8.802919708029196e-07, 'rewards/chosen': -0.03013458289206028, 'rewards/rejected': -8.235156059265137, 'rewards/accuracies': 0.8500000238418579, 'rewards/margins': 8.201562881469727, 'logps/chosen': -278.04998779296875, 'logps/rejected': -204.64999389648438, 'logits/chosen': -8.685937881469727, 'logits/rejected': -8.248437881469727, 'epoch': 0.88}
{'loss': 0.2698, 'grad_norm': 22.929420471191406, 'learning_rate': 8.851581508515815e-07, 'rewards/chosen': 0.531970202922821, 'rewards/rejected': -6.568749904632568, 'rewards/accuracies': 0.8812500238418579, 'rewards/margins': 7.096484184265137, 'logps/chosen': -310.25, 'logps/rejected': -177.39999389648438, 'logits/chosen': -8.7265625, 'logits/rejected': -8.581250190734863, 'epoch': 0.89}
{'loss': 0.3792, 'grad_norm': 37.60966873168945, 'learning_rate': 8.900243309002434e-07, 'rewards/chosen': -0.5297012329101562, 'rewards/rejected': -6.434374809265137, 'rewards/accuracies': 0.8374999761581421, 'rewards/margins': 5.905468940734863, 'logps/chosen': -163.5, 'logps/rejected': -199.875, 'logits/chosen': -9.053125381469727, 'logits/rejected': -8.401562690734863, 'epoch': 0.89}
{'loss': 0.2455, 'grad_norm': 45.47511291503906, 'learning_rate': 8.948905109489051e-07, 'rewards/chosen': 1.0199706554412842, 'rewards/rejected': -8.013280868530273, 'rewards/accuracies': 0.893750011920929, 'rewards/margins': 9.038671493530273, 'logps/chosen': -386.6499938964844, 'logps/rejected': -214.9499969482422, 'logits/chosen': -8.5625, 'logits/rejected': -8.221875190734863, 'epoch': 0.9}
{'loss': 0.34, 'grad_norm': 24.879436492919922, 'learning_rate': 8.997566909975669e-07, 'rewards/chosen': 0.065185546875, 'rewards/rejected': -9.460156440734863, 'rewards/accuracies': 0.8500000238418579, 'rewards/margins': 9.522656440734863, 'logps/chosen': -271.4750061035156, 'logps/rejected': -212.5749969482422, 'logits/chosen': -8.518750190734863, 'logits/rejected': -8.167187690734863, 'epoch': 0.9}
{'loss': 0.1953, 'grad_norm': 11.492586135864258, 'learning_rate': 9.046228710462287e-07, 'rewards/chosen': 0.755908191204071, 'rewards/rejected': -11.671875, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 12.412500381469727, 'logps/chosen': -309.6000061035156, 'logps/rejected': -266.7749938964844, 'logits/chosen': -8.907812118530273, 'logits/rejected': -8.440625190734863, 'epoch': 0.9}
{'loss': 0.1929, 'grad_norm': 16.029821395874023, 'learning_rate': 9.094890510948905e-07, 'rewards/chosen': 0.80322265625, 'rewards/rejected': -9.735156059265137, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 10.530468940734863, 'logps/chosen': -397.04998779296875, 'logps/rejected': -229.10000610351562, 'logits/chosen': -8.689062118530273, 'logits/rejected': -8.207812309265137, 'epoch': 0.91}
{'loss': 0.2785, 'grad_norm': 18.206499099731445, 'learning_rate': 9.143552311435523e-07, 'rewards/chosen': -0.1875, 'rewards/rejected': -10.168749809265137, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 9.987500190734863, 'logps/chosen': -271.45001220703125, 'logps/rejected': -245.39999389648438, 'logits/chosen': -8.939062118530273, 'logits/rejected': -8.467187881469727, 'epoch': 0.91}
{'loss': 0.2388, 'grad_norm': 28.3328857421875, 'learning_rate': 9.192214111922141e-07, 'rewards/chosen': 0.55419921875, 'rewards/rejected': -11.2421875, 'rewards/accuracies': 0.887499988079071, 'rewards/margins': 11.791406631469727, 'logps/chosen': -369.3999938964844, 'logps/rejected': -264.5, 'logits/chosen': -8.831250190734863, 'logits/rejected': -8.610937118530273, 'epoch': 0.92}
{'loss': 0.2276, 'grad_norm': 39.1642951965332, 'learning_rate': 9.240875912408759e-07, 'rewards/chosen': 0.389810174703598, 'rewards/rejected': -10.938281059265137, 'rewards/accuracies': 0.887499988079071, 'rewards/margins': 11.325780868530273, 'logps/chosen': -308.4125061035156, 'logps/rejected': -247.1750030517578, 'logits/chosen': -9.010937690734863, 'logits/rejected': -8.542187690734863, 'epoch': 0.92}
{'loss': 0.1939, 'grad_norm': 8.569518089294434, 'learning_rate': 9.289537712895377e-07, 'rewards/chosen': -0.33232420682907104, 'rewards/rejected': -12.771093368530273, 'rewards/accuracies': 0.918749988079071, 'rewards/margins': 12.44140625, 'logps/chosen': -319.125, 'logps/rejected': -281.6000061035156, 'logits/chosen': -8.868749618530273, 'logits/rejected': -8.443750381469727, 'epoch': 0.93}
{'loss': 0.2319, 'grad_norm': 37.599151611328125, 'learning_rate': 9.338199513381994e-07, 'rewards/chosen': -0.758007824420929, 'rewards/rejected': -13.731249809265137, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 12.9765625, 'logps/chosen': -232.6125030517578, 'logps/rejected': -251.5, 'logits/chosen': -9.240625381469727, 'logits/rejected': -8.557812690734863, 'epoch': 0.93}
{'loss': 0.2645, 'grad_norm': 35.14107894897461, 'learning_rate': 9.386861313868612e-07, 'rewards/chosen': -0.8179687261581421, 'rewards/rejected': -12.036718368530273, 'rewards/accuracies': 0.875, 'rewards/margins': 11.210156440734863, 'logps/chosen': -194.6750030517578, 'logps/rejected': -240.4499969482422, 'logits/chosen': -9.301562309265137, 'logits/rejected': -8.685937881469727, 'epoch': 0.94}
{'loss': 0.4234, 'grad_norm': 41.80428695678711, 'learning_rate': 9.43552311435523e-07, 'rewards/chosen': -0.12185058742761612, 'rewards/rejected': -12.227343559265137, 'rewards/accuracies': 0.824999988079071, 'rewards/margins': 12.10546875, 'logps/chosen': -338.4624938964844, 'logps/rejected': -255.60000610351562, 'logits/chosen': -8.943750381469727, 'logits/rejected': -8.614062309265137, 'epoch': 0.94}
{'loss': 0.2571, 'grad_norm': 23.996234893798828, 'learning_rate': 9.484184914841848e-07, 'rewards/chosen': -0.306396484375, 'rewards/rejected': -9.367968559265137, 'rewards/accuracies': 0.856249988079071, 'rewards/margins': 9.060546875, 'logps/chosen': -202.375, 'logps/rejected': -215.35000610351562, 'logits/chosen': -9.0859375, 'logits/rejected': -8.53125, 'epoch': 0.95}
{'loss': 0.2506, 'grad_norm': 75.08409881591797, 'learning_rate': 9.532846715328466e-07, 'rewards/chosen': -0.6225341558456421, 'rewards/rejected': -9.216405868530273, 'rewards/accuracies': 0.893750011920929, 'rewards/margins': 8.58984375, 'logps/chosen': -191.02499389648438, 'logps/rejected': -235.5500030517578, 'logits/chosen': -8.848437309265137, 'logits/rejected': -8.292187690734863, 'epoch': 0.95}
{'loss': 0.2564, 'grad_norm': 40.05877685546875, 'learning_rate': 9.581508515815083e-07, 'rewards/chosen': 0.986523449420929, 'rewards/rejected': -8.465624809265137, 'rewards/accuracies': 0.893750011920929, 'rewards/margins': 9.438672065734863, 'logps/chosen': -383.75, 'logps/rejected': -230.3000030517578, 'logits/chosen': -8.751562118530273, 'logits/rejected': -8.489062309265137, 'epoch': 0.96}
{'loss': 0.221, 'grad_norm': 27.51276206970215, 'learning_rate': 9.630170316301703e-07, 'rewards/chosen': -1.051855444908142, 'rewards/rejected': -11.465624809265137, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 10.4140625, 'logps/chosen': -181.52499389648438, 'logps/rejected': -264.3500061035156, 'logits/chosen': -9.268750190734863, 'logits/rejected': -8.59375, 'epoch': 0.96}
{'loss': 0.2972, 'grad_norm': 80.24231719970703, 'learning_rate': 9.67883211678832e-07, 'rewards/chosen': 0.05517578125, 'rewards/rejected': -10.575780868530273, 'rewards/accuracies': 0.893750011920929, 'rewards/margins': 10.61328125, 'logps/chosen': -311.1000061035156, 'logps/rejected': -244.85000610351562, 'logits/chosen': -9.106249809265137, 'logits/rejected': -8.723437309265137, 'epoch': 0.97}
{'loss': 0.3162, 'grad_norm': 29.143667221069336, 'learning_rate': 9.727493917274939e-07, 'rewards/chosen': 0.6513671875, 'rewards/rejected': -12.432812690734863, 'rewards/accuracies': 0.887499988079071, 'rewards/margins': 13.08984375, 'logps/chosen': -416.5249938964844, 'logps/rejected': -274.1499938964844, 'logits/chosen': -8.9140625, 'logits/rejected': -8.518750190734863, 'epoch': 0.97}
{'loss': 0.3087, 'grad_norm': 29.0389347076416, 'learning_rate': 9.776155717761558e-07, 'rewards/chosen': -0.12812499701976776, 'rewards/rejected': -10.561718940734863, 'rewards/accuracies': 0.862500011920929, 'rewards/margins': 10.439844131469727, 'logps/chosen': -340.8999938964844, 'logps/rejected': -265.95001220703125, 'logits/chosen': -8.848437309265137, 'logits/rejected': -8.498437881469727, 'epoch': 0.98}
{'loss': 0.2656, 'grad_norm': 39.216583251953125, 'learning_rate': 9.824817518248175e-07, 'rewards/chosen': -0.3617187440395355, 'rewards/rejected': -8.893750190734863, 'rewards/accuracies': 0.856249988079071, 'rewards/margins': 8.541406631469727, 'logps/chosen': -264.7250061035156, 'logps/rejected': -222.375, 'logits/chosen': -8.967187881469727, 'logits/rejected': -8.576562881469727, 'epoch': 0.98}
{'loss': 0.2583, 'grad_norm': 16.72394371032715, 'learning_rate': 9.873479318734794e-07, 'rewards/chosen': -0.107421875, 'rewards/rejected': -11.024218559265137, 'rewards/accuracies': 0.875, 'rewards/margins': 10.918359756469727, 'logps/chosen': -251.5500030517578, 'logps/rejected': -247.27499389648438, 'logits/chosen': -9.0234375, 'logits/rejected': -8.545312881469727, 'epoch': 0.99}
{'loss': 0.2237, 'grad_norm': 30.72496223449707, 'learning_rate': 9.92214111922141e-07, 'rewards/chosen': 0.6636962890625, 'rewards/rejected': -10.099218368530273, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 10.774609565734863, 'logps/chosen': -335.3999938964844, 'logps/rejected': -230.72500610351562, 'logits/chosen': -8.8671875, 'logits/rejected': -8.542187690734863, 'epoch': 0.99}
{'loss': 0.1819, 'grad_norm': 15.472904205322266, 'learning_rate': 9.970802919708028e-07, 'rewards/chosen': 0.20175781846046448, 'rewards/rejected': -10.8046875, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 11.017187118530273, 'logps/chosen': -322.6499938964844, 'logps/rejected': -243.1750030517578, 'logits/chosen': -9.162500381469727, 'logits/rejected': -8.768750190734863, 'epoch': 1.0}
{'eval_loss': 0.48934146761894226, 'eval_runtime': 68.7645, 'eval_samples_per_second': 13.859, 'eval_steps_per_second': 1.745, 'eval_rewards/chosen': -0.03237304836511612, 'eval_rewards/rejected': -13.660416603088379, 'eval_rewards/accuracies': 0.7833333611488342, 'eval_rewards/margins': 13.632265090942383, 'eval_logps/chosen': -378.60833740234375, 'eval_logps/rejected': -182.62290954589844, 'eval_logits/chosen': -9.429166793823242, 'eval_logits/rejected': -9.705989837646484, 'epoch': 1.0}
{'loss': 0.1883, 'grad_norm': 14.730803489685059, 'learning_rate': 9.999978996847326e-07, 'rewards/chosen': -0.20225124061107635, 'rewards/rejected': -14.512335777282715, 'rewards/accuracies': 0.9276315569877625, 'rewards/margins': 14.2985200881958, 'logps/chosen': -327.6710510253906, 'logps/rejected': -286.1052551269531, 'logits/chosen': -9.460526466369629, 'logits/rejected': -9.065789222717285, 'epoch': 1.0}
{'loss': 0.2258, 'grad_norm': 11.539338111877441, 'learning_rate': 9.999742713631356e-07, 'rewards/chosen': 0.01748046837747097, 'rewards/rejected': -13.598437309265137, 'rewards/accuracies': 0.90625, 'rewards/margins': 13.620312690734863, 'logps/chosen': -318.8500061035156, 'logps/rejected': -256.5, 'logits/chosen': -9.568750381469727, 'logits/rejected': -8.943750381469727, 'epoch': 1.01}
{'loss': 0.1768, 'grad_norm': 13.16452693939209, 'learning_rate': 9.99924390708973e-07, 'rewards/chosen': 0.9344543218612671, 'rewards/rejected': -11.135156631469727, 'rewards/accuracies': 0.9125000238418579, 'rewards/margins': 12.067187309265137, 'logps/chosen': -362.875, 'logps/rejected': -246.14999389648438, 'logits/chosen': -9.175000190734863, 'logits/rejected': -8.839062690734863, 'epoch': 1.01}
{'loss': 0.241, 'grad_norm': 18.400758743286133, 'learning_rate': 9.998482606323741e-07, 'rewards/chosen': 0.17236328125, 'rewards/rejected': -12.979687690734863, 'rewards/accuracies': 0.887499988079071, 'rewards/margins': 13.145703315734863, 'logps/chosen': -367.9750061035156, 'logps/rejected': -269.2250061035156, 'logits/chosen': -8.845312118530273, 'logits/rejected': -8.439062118530273, 'epoch': 1.02}
{'loss': 0.1756, 'grad_norm': 8.644306182861328, 'learning_rate': 9.997458855749088e-07, 'rewards/chosen': 0.7641357183456421, 'rewards/rejected': -14.05078125, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 14.814844131469727, 'logps/chosen': -376.6625061035156, 'logps/rejected': -249.89999389648438, 'logits/chosen': -8.800000190734863, 'logits/rejected': -8.417187690734863, 'epoch': 1.02}
{'loss': 0.1738, 'grad_norm': 17.204111099243164, 'learning_rate': 9.996172715093277e-07, 'rewards/chosen': 0.08935546875, 'rewards/rejected': -11.444531440734863, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 11.537500381469727, 'logps/chosen': -297.92498779296875, 'logps/rejected': -262.3500061035156, 'logits/chosen': -8.985937118530273, 'logits/rejected': -8.385937690734863, 'epoch': 1.03}
{'loss': 0.1297, 'grad_norm': 33.978309631347656, 'learning_rate': 9.994624259392133e-07, 'rewards/chosen': -0.09895019233226776, 'rewards/rejected': -13.185937881469727, 'rewards/accuracies': 0.956250011920929, 'rewards/margins': 13.096094131469727, 'logps/chosen': -311.5, 'logps/rejected': -285.92498779296875, 'logits/chosen': -9.1875, 'logits/rejected': -8.798437118530273, 'epoch': 1.03}
{'loss': 0.2048, 'grad_norm': 34.62934112548828, 'learning_rate': 9.992813578985435e-07, 'rewards/chosen': 0.876232922077179, 'rewards/rejected': -10.267969131469727, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 11.140625, 'logps/chosen': -411.32501220703125, 'logps/rejected': -245.1750030517578, 'logits/chosen': -9.431249618530273, 'logits/rejected': -9.137499809265137, 'epoch': 1.04}
{'loss': 0.1981, 'grad_norm': 19.542755126953125, 'learning_rate': 9.99074077951163e-07, 'rewards/chosen': 0.7623046636581421, 'rewards/rejected': -10.881250381469727, 'rewards/accuracies': 0.9125000238418579, 'rewards/margins': 11.634374618530273, 'logps/chosen': -379.32501220703125, 'logps/rejected': -237.97500610351562, 'logits/chosen': -9.2890625, 'logits/rejected': -9.006250381469727, 'epoch': 1.04}
{'loss': 0.1995, 'grad_norm': 40.10542297363281, 'learning_rate': 9.988405981901675e-07, 'rewards/chosen': 0.07758788764476776, 'rewards/rejected': -11.050000190734863, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 11.125, 'logps/chosen': -294.6499938964844, 'logps/rejected': -238.0500030517578, 'logits/chosen': -9.287500381469727, 'logits/rejected': -8.889062881469727, 'epoch': 1.05}
{'loss': 0.1332, 'grad_norm': 22.5103816986084, 'learning_rate': 9.985809322371994e-07, 'rewards/chosen': -0.46870118379592896, 'rewards/rejected': -12.4921875, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 12.017187118530273, 'logps/chosen': -238.72500610351562, 'logps/rejected': -272.6000061035156, 'logits/chosen': -9.274999618530273, 'logits/rejected': -8.823437690734863, 'epoch': 1.05}
{'loss': 0.2204, 'grad_norm': 23.806629180908203, 'learning_rate': 9.98295095241651e-07, 'rewards/chosen': 0.5106445550918579, 'rewards/rejected': -13.728124618530273, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 14.25, 'logps/chosen': -354.2250061035156, 'logps/rejected': -267.3999938964844, 'logits/chosen': -9.104687690734863, 'logits/rejected': -8.790624618530273, 'epoch': 1.06}
{'loss': 0.2238, 'grad_norm': 51.55393600463867, 'learning_rate': 9.979831038797827e-07, 'rewards/chosen': 0.35859376192092896, 'rewards/rejected': -12.620312690734863, 'rewards/accuracies': 0.9312499761581421, 'rewards/margins': 12.981249809265137, 'logps/chosen': -317.73748779296875, 'logps/rejected': -248.97500610351562, 'logits/chosen': -9.353124618530273, 'logits/rejected': -8.824999809265137, 'epoch': 1.06}
{'loss': 0.2747, 'grad_norm': 27.390884399414062, 'learning_rate': 9.976449763537477e-07, 'rewards/chosen': -0.8837890625, 'rewards/rejected': -12.046875, 'rewards/accuracies': 0.893750011920929, 'rewards/margins': 11.153905868530273, 'logps/chosen': -185.875, 'logps/rejected': -265.0, 'logits/chosen': -9.453125, 'logits/rejected': -8.787500381469727, 'epoch': 1.07}
{'loss': 0.2155, 'grad_norm': 287.56939697265625, 'learning_rate': 9.97280732390533e-07, 'rewards/chosen': -0.570507824420929, 'rewards/rejected': -12.782031059265137, 'rewards/accuracies': 0.9437500238418579, 'rewards/margins': 12.214452743530273, 'logps/chosen': -285.88751220703125, 'logps/rejected': -277.5249938964844, 'logits/chosen': -9.290624618530273, 'logits/rejected': -8.823437690734863, 'epoch': 1.07}
{'loss': 0.1769, 'grad_norm': 16.97885513305664, 'learning_rate': 9.968903932408057e-07, 'rewards/chosen': 0.503710925579071, 'rewards/rejected': -10.12109375, 'rewards/accuracies': 0.9312499761581421, 'rewards/margins': 10.623437881469727, 'logps/chosen': -324.5, 'logps/rejected': -236.97500610351562, 'logits/chosen': -9.265625, 'logits/rejected': -8.846875190734863, 'epoch': 1.07}
